event_index,event_title,event_date,related_companies,related_concepts,status,matched_by,matched_value,stock_code,stock_name,trade_date_used,turnover_rate,float_mv,reason
2090,治理高额彩礼等农村问题,2026-04-23 10:07:45,,乡村振兴|农村消费|婚庆服务,ok,concept,乡村振兴,600103,青山纸业,2026-04-17,23.0983,95.1301,
2091,黑磷快充电池技术突破,2026-04-23 10:07:23,中国科学院电工研究所,黑磷|快充电池|磷酸铁锂,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2092,一季度粮油生产基础较好,2026-04-23 10:03:50,,粮食安全|种业|农业种植,ok,concept,种业,300189,神农种业,2026-04-17,5.1967,59.8212,
2093,沪深成交额突破1万亿,2026-04-23 10:03:00,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2094,交银信托董事长被调查,2026-04-23 10:02:05,交银国际信托|交通银行,信托|金融监管|国企改革,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2095,证监会原纪检组长被公诉,2026-04-23 10:01:22,,金融监管|反腐|证券行业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2096,CPO概念股集体下跌,2026-04-23 10:00:13,赛微电子|华盛昌|光库科技,CPO概念|OCS,ok,company,"赛微电子,华盛昌,光库科技",002980,华盛昌,2026-04-17,19.0797,74.1363,
2097,习近平指示推广义乌经验,2026-04-23 09:58:04,,义乌小商品|县域经济|高质量发展,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2098,创新药概念活跃,2026-04-23 09:52:55,罗欣药业|贝达药业|恒瑞医药,创新药|国产替代|医药生物,ok,company,"罗欣药业,贝达药业,恒瑞医药",300558,贝达药业,2026-04-17,1.7236,184.8264,
2099,三大指数翻绿下跌,2026-04-23 09:52:37,,有色金属|养殖业|锂电池,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2100,恒生科技指数跌幅扩大,2026-04-23 09:52:11,,恒生科技指数|港股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2101,锂矿概念震荡下挫,2026-04-23 09:49:53,西藏珠峰|国城矿业|西藏矿业,锂矿|有色金属|小金属,ok,company,"西藏珠峰,国城矿业,西藏矿业",000762,西藏矿业,2026-04-17,13.1001,191.8629,
2102,模拟芯片概念走强,2026-04-23 09:48:51,圣邦股份|思瑞浦|纳芯微,模拟芯片|半导体|集成电路,ok,company,"圣邦股份,思瑞浦,纳芯微",688536,思瑞浦,2026-04-17,3.6751,273.5498,
2103,恒生指数下跌超1%,2026-04-23 09:46:43,,恒生指数|港股|市场情绪,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2104,迎驾贡酒一季报业绩增长,2026-04-23 09:44:13,迎驾贡酒|老白干酒|山西汾酒,白酒|消费|食品饮料,ok,company,"迎驾贡酒,老白干酒,山西汾酒",600559,老白干酒,2026-04-17,0.8413,122.6928,
2105,港股电力设备股走强,2026-04-23 09:43:01,东北电气|哈尔滨电气|东方电气,电力设备|新能源|港股通,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2106,绿电政策利好概念活跃,2026-04-23 09:39:56,绿发电力|华电能源|节能风电,绿电|储能|智能微电网,ok,company,"绿发电力,华电能源,节能风电",601016,节能风电,2026-04-17,3.7567,245.1509,
2107,万兆光网试点项目完成,2026-04-23 09:36:39,杭电股份|长飞光纤|亨通光电,光纤光缆|万兆光网|5G/光通信,ok,company,"杭电股份,长飞光纤,亨通光电",603618,杭电股份,2026-04-17,14.8968,166.7598,
2108,伊朗抗议美国利用五国领土领空,2026-04-23 09:35:46,中航沈飞|中国石油|山东黄金,军工|石油石化|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2109,恒生科技指数下跌,2026-04-23 09:35:12,,恒生科技指数,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2110,中际旭创Q1净利增262%,2026-04-23 09:33:07,中际旭创|工业富联,光模块|算力硬件|AI算力,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2111,光刻胶原料供应中断,2026-04-23 09:31:45,怡达股份|百川股份|彤程新材,光刻胶|半导体材料|国产替代,ok,company,"怡达股份,百川股份,彤程新材",002455,百川股份,2026-04-17,10.6783,75.3987,
2112,GE Vernova业绩大增带动燃气轮机概念,2026-04-23 09:31:17,福鞍股份|应流股份|联德股份,燃气轮机|电力设备|能源装备,ok,company,"福鞍股份,应流股份,联德股份",603315,福鞍股份,2026-04-17,20.9574,59.3318,
2113,鞍钢原总工被调查,2026-04-23 09:31:07,鞍钢股份,钢铁|国企改革|反腐,ok,company,鞍钢股份,000898,鞍钢股份,2026-04-17,0.3355,185.4092,
2114,港股存储概念股走强,2026-04-23 09:28:17,兆易创新|澜起科技,存储芯片|半导体|港股通,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2115,市场焦点股竞价表现,2026-04-23 09:28:13,沃格光电|金富科技|康盛股份,液冷服务器|商业航天|光通信,ok,company,"沃格光电,金富科技,康盛股份",002418,康盛股份,2026-04-17,21.0451,70.343,
2116,鸿蒙智行Q1交付量同比增41.9%,2026-04-23 09:27:24,赛力斯|江淮汽车|北汽蓝谷,华为汽车|智能驾驶|新能源汽车,ok,company,"赛力斯,江淮汽车,北汽蓝谷",600733,北汽蓝谷,2026-04-17,1.1535,353.1816,
2117,三大指数集体高开,2026-04-23 09:26:15,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2118,董军出访俄吉并出席上合防长会,2026-04-23 09:25:47,中国重工|中航沈飞|北方国际,军工|一带一路|中俄合作,ok,company,"中国重工,中航沈飞,北方国际",000065,北方国际,2026-04-17,5.0068,137.9572,
2119,央行逆回购零投放零回笼,2026-04-23 09:21:42,,逆回购|公开市场操作|流动性,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2120,华勤技术港股上市首日涨超12%,2026-04-23 09:21:01,华勤技术,消费电子|智能硬件|港股新股,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2121,微软曾考虑收购Cursor,2026-04-23 09:18:21,微软|Cursor,AI编程|微软概念|AI应用,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2122,人民币中间价下调15点,2026-04-23 09:16:36,,人民币贬值|外汇|汇率波动,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2123,SK海力士关键原料库存充足,2026-04-23 09:13:05,SK海力士,存储芯片|半导体材料|HBM,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2124,SK海力士HBM4E量产计划,2026-04-23 09:03:42,SK海力士,HBM内存|AI芯片|半导体设备,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2125,A50期货开盘微跌,2026-04-23 09:01:05,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2126,人民币全球支付占比升至3.1%,2026-04-23 09:00:56,,人民币国际化|跨境支付|数字货币,ok,concept,数字货币,300166,东方国信,2026-04-17,18.275,150.9025,
2127,T3出行提交港股上市申请,2026-04-23 09:00:47,T3出行|中国一汽|东风汽车,网约车|智慧出行|港股上市,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2128,台股指数上涨1.4%,2026-04-23 09:00:33,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2129,多晶硅期货涨超2%,2026-04-23 09:00:16,通威股份|大全能源|协鑫科技,多晶硅|光伏|有色金属,ok,company,"通威股份,大全能源,协鑫科技",688303,大全能源,2026-04-17,0.6312,477.0938,
2130,SK海力士押注高带宽闪存,2026-04-23 08:59:35,SK海力士,高带宽存储|HBM|闪存芯片,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2131,乐普医疗脑机接口产品进入临床,2026-04-23 08:55:00,乐普医疗,脑机接口|神经调控|医疗器械,ok,company,乐普医疗,300003,乐普医疗,2026-04-17,1.3419,258.1521,
2132,公募加仓通信减仓有色,2026-04-23 08:52:25,,AI产业链|通信设备|基础化工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2133,SK海力士称存储供应不过剩,2026-04-23 08:52:10,SK海力士,存储芯片|半导体|HBM,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2134,两市融资余额增加136.61亿,2026-04-23 08:48:08,,融资融券|券商|市场情绪,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2135,黑湖科技完成近10亿元D轮融资,2026-04-23 08:47:29,黑湖科技,工业互联网|工业AI|智能制造,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2136,中美经贸关系交换意见,2026-04-23 08:43:58,,中美贸易|对外开放|财政政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2137,微软投资180亿澳元AI,2026-04-23 08:42:03,微软,人工智能|算力|数据中心,ok,concept,"人工智能,数据中心",002771,真视通,2026-04-17,44.1472,32.3201,
2138,SK海力士HBM需求远超产能,2026-04-23 08:40:06,SK海力士,HBM|AI芯片|存储芯片,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2139,软银以OpenAI股份担保贷款,2026-04-23 08:31:43,软银集团|OpenAI,人工智能|科技金融|AI算力,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
2140,WTI原油期货转跌,2026-04-23 08:31:03,,石油开采|油服|化工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2141,韩国Kospi指数创新高,2026-04-23 08:30:48,三星电子|SK海力士,存储芯片|人工智能|半导体,ok,concept,"存储芯片,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
2142,日本PMI数据分化,2026-04-23 08:30:26,,PMI|经济复苏|日元汇率,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2143,腾讯云发布供应链投毒风险通告,2026-04-23 08:27:29,腾讯控股,网络安全|云计算|数据安全,ok,concept,云计算,000815,美利云,2026-04-17,25.645,150.1768,
2144,周四资本市场大事提醒,2026-04-23 08:26:08,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2145,标普500期货盘中下跌,2026-04-23 08:25:23,,美股期货|市场情绪|风险偏好,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2146,SK海力士称内存涨价周期更长,2026-04-23 08:22:14,SK海力士,存储芯片|半导体|DRAM,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2147,日元兑美元汇率大跌,2026-04-23 08:17:41,,外汇|出口|贬值受益,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2148,日股东证指数大跌,2026-04-23 08:17:01,,日经ETF|亚太市场|避险资产,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2149,原油期货大涨4%,2026-04-23 08:16:31,中国石油|中国石化|中海油服,石油开采|油服|化工,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2150,软银股价大涨9.6%,2026-04-23 08:16:01,软银集团,人工智能|半导体|科技金融,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
2151,现货黄金跌破4700美元,2026-04-23 08:15:43,山东黄金|中金黄金|紫金矿业,黄金|贵金属|有色金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2152,原油期货大涨3%,2026-04-23 08:15:30,中国石油|中国石化|中海油服,石油开采|油服|化工,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2153,日韩股市创新高,2026-04-23 08:10:04,,日经ETF|韩国KOSPI|亚太市场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2154,特斯拉Cortex 2算力集群上线,2026-04-23 08:09:17,特斯拉,算力|自动驾驶|AI芯片,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2155,特斯拉筹备人形机器人工厂,2026-04-23 08:08:25,特斯拉,人形机器人|特斯拉产业链|智能制造,ok,concept,人形机器人,920249,利尔达,2026-04-17,34.5014,14.2373,
2156,SK海力士Q1业绩大增,2026-04-23 08:07:02,SK海力士,存储芯片|HBM|AI算力,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2157,特斯拉储能工厂进展顺利,2026-04-23 08:06:17,特斯拉,储能|特斯拉产业链|光伏,ok,concept,"储能,光伏",301157,华塑科技,2026-04-17,41.1832,17.714,
2158,三星股价创新高,2026-04-23 08:04:29,,三星产业链|韩国KOSPI|消费电子,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2159,日韩股市开盘上涨,2026-04-23 08:01:19,,日经225|韩国KOSPI|亚太股市,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2160,台积电暂不采用阿斯麦最新光刻机,2026-04-23 07:58:15,台积电|阿斯麦,光刻机|半导体设备|先进制程,ok,concept,光刻机,300456,赛微电子,2026-04-17,17.2285,333.9739,
2161,节能降碳与AI政策发布,2026-04-23 07:53:53,华海清科|云南锗业|科达利,节能降碳|人工智能|新能源,ok,company,"华海清科,云南锗业,科达利",002428,云南锗业,2026-04-17,15.3941,404.882,
2162,外资买进日债大幅减少,2026-04-23 07:52:33,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2163,外资大幅买进日股,2026-04-23 07:51:35,,外资动向|日本股市|跨境资金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2164,公募基金密集限购,2026-04-23 07:49:55,,公募基金|限购|基金业绩,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2165,伊朗要求美以担责,2026-04-23 07:46:29,,军工|卫星导航|网络安全,ok,concept,卫星导航,002361,神剑股份,2026-04-17,42.8122,151.7105,
2166,秘鲁防长外长因军购争议辞职,2026-04-23 07:40:07,,军工|战斗机|南美地缘,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2167,公募基金加仓科技制造,2026-04-23 07:35:18,,人工智能|新能源|科技制造,ok,concept,人工智能,002771,真视通,2026-04-17,44.1472,32.3201,
2168,基金挖掘冷门标的,2026-04-23 07:33:05,,基金重仓|小市值|细分龙头,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2169,53.35亿限售股解禁,2026-04-23 07:32:32,江盐集团|胜宏科技|京基智农,限售股解禁|减持风险|市场流动性,ok,company,"江盐集团,胜宏科技,京基智农",000048,京基智农,2026-04-17,3.4544,78.217,
2170,纳米涂层转化CO2为燃料,2026-04-23 07:29:28,,碳捕集|纳米材料|新能源,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2171,气体电池捕集温室气体并发电,2026-04-23 07:21:59,,碳捕集|新能源电池|环保设备,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2172,强厄尔尼诺事件预测,2026-04-23 07:20:53,,厄尔尼诺概念|农业|有色金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2173,公募行业规模分化加剧,2026-04-23 07:18:46,景顺长城基金|华商基金|永赢基金,公募基金|固收+|ETF,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2174,美国滑向掠夺性霸权,2026-04-23 07:16:54,,中美关系|外贸|自主可控,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2175,SK海力士计划股东回报与扩产,2026-04-23 07:11:40,SK海力士,存储芯片|半导体|HBM,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2176,SK海力士Q1利润率72%,2026-04-23 07:08:12,SK海力士,存储芯片|服务器|半导体,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2177,SK海力士大幅增加资本支出,2026-04-23 07:06:43,SK海力士,HBM|存储芯片|半导体设备,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2178,秘鲁采购F-16战机2029年交付,2026-04-23 07:02:21,洛克希德·马丁|中航沈飞|中航西飞,军工|战斗机|军贸,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2179,韩国Q1 GDP超预期,2026-04-23 07:00:37,,GDP|宏观经济|韩国经济,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2180,SK海力士预计定价环境持续有利,2026-04-23 06:59:38,SK海力士,存储芯片|DRAM|NAND,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2181,特斯拉拟采用英特尔14A技术,2026-04-23 06:54:23,英特尔|特斯拉,先进制程|芯片代工|自动驾驶芯片,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2182,美海军部长费伦离职,2026-04-23 06:51:15,中国船舶|中船防务|中国重工,军工|船舶制造|国防安全,ok,company,"中国船舶,中船防务,中国重工",600685,中船防务,2026-04-17,1.8856,243.3913,
2183,稀土副总泄露国家秘密,2026-04-23 06:45:42,,稀土永磁|国家安全|反间谍,ok,concept,稀土永磁,002943,宇晶股份,2026-04-17,17.7558,85.6063,
2184,SK海力士Q1业绩超预期,2026-04-23 06:39:19,SK海力士|三星电子|美光科技,存储芯片|HBM|AI算力,ok,concept,存储芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2185,AI硬件催化消费电子成长,2026-04-23 06:38:13,,消费电子|折叠屏|AI终端,ok,concept,折叠屏,301603,乔锋智能,2026-04-17,33.2611,35.6572,
2186,外资一季度加仓A股,2026-04-23 06:37:26,京东方A|紫金矿业|中际旭创,QFII重仓股|外资加仓|新兴科技,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2187,广交会第二期新设4专区,2026-04-23 06:35:47,,外贸|家居用品|建材家具,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2188,二永债发行料提速,2026-04-23 06:35:16,工商银行,银行|资本补充|债券发行,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2189,中东局势与美股上涨,2026-04-23 06:30:07,中国石油|中金黄金|中航沈飞,石油开采|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2190,以军空袭黎南部致记者死亡,2026-04-23 06:28:10,,军工|石油|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2191,暴雨蓝色预警发布,2026-04-23 06:27:06,,水利|农业|保险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2192,特斯拉新款Roadster即将推出,2026-04-23 06:26:39,特斯拉(TSLA),特斯拉概念|新能源汽车|高端制造,ok,concept,特斯拉概念,002328,新朋股份,2026-04-17,27.9068,74.203,
2193,马斯克建30亿美元芯片工厂,2026-04-23 06:23:14,特斯拉|英特尔|SpaceX,芯片制造|特斯拉产业链|英特尔概念,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2194,特斯拉Robotaxi欧洲获批时间不明,2026-04-23 06:13:10,特斯拉,自动驾驶|Robotaxi|特斯拉产业链,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2195,意大利拟派舰艇赴霍尔木兹海峡,2026-04-23 06:01:40,中国船舶|中船防务|亚星锚链,军工|地缘政治|航运安全,ok,company,"中国船舶,中船防务,亚星锚链",601890,亚星锚链,2026-04-17,2.5576,100.4492,
2196,IBM称AI订单80%来自新客,2026-04-23 06:00:04,IBM,人工智能|云计算|企业级IT服务,ok,concept,"人工智能,云计算",002771,真视通,2026-04-17,44.1472,32.3201,
2197,特斯拉年底推无监督FSD,2026-04-23 05:59:41,特斯拉,无人驾驶|智能网联汽车|人工智能,ok,concept,"无人驾驶,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
2198,英伟达参投Vast Data融资,2026-04-23 05:56:57,英伟达|Vast Data|CoreWeave,AI算力|数据基础设施|英伟达产业链,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2199,半导体概念股盘后走强,2026-04-23 05:53:50,德州仪器|微芯科技|安森美半导体,半导体|芯片|集成电路,ok,concept,芯片,920249,利尔达,2026-04-17,34.5014,14.2373,
2200,特斯拉上调资本支出及订单增,2026-04-23 05:50:30,特斯拉(TSLA.O),特斯拉产业链|自动驾驶|新能源汽车,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2201,巴西撤销美外交官证件,2026-04-23 05:50:01,,外交|地缘风险,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2202,特斯拉推进FSD与机器人工厂,2026-04-23 05:45:16,特斯拉,无人驾驶|人形机器人|特斯拉产业链,ok,concept,"无人驾驶,人形机器人",920249,利尔达,2026-04-17,34.5014,14.2373,
2203,多国PMI及经济数据发布,2026-04-23 05:44:21,,人民币国际化|PMI|失业率,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2204,特斯拉大幅增产计划,2026-04-23 05:35:52,特斯拉,新能源汽车|特斯拉产业链|汽车制造,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2205,特朗普称结束伊朗冲突无时间表,2026-04-23 05:31:42,中国石油|中远海控|中国船舶,石油石化|航运|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2206,富时A50期指夜盘微跌,2026-04-23 05:22:02,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2207,美航与阿拉斯加航空合作谈判,2026-04-23 05:19:37,中国国航|南方航空|东方航空,航空运输|民航机场|旅游消费,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2208,贵金属期货价格上涨,2026-04-23 05:02:22,,黄金|白银|贵金属,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2209,白宫促沃什尽快就职美联储,2026-04-23 04:43:14,,美联储|利率政策|通胀预期,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2210,西南航空资本支出与营收指引,2026-04-23 04:42:00,美国西南航空,航空运输|出行消费|航空机场,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2211,IBM财报后股价下跌,2026-04-23 04:13:23,IBM,科技股|美股映射|云计算,ok,concept,云计算,000815,美利云,2026-04-17,25.645,150.1768,
2212,美伊停火谈判无最后期限,2026-04-23 04:12:24,中国石油|中金黄金|中航沈飞,石油|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2213,特斯拉Optimus年产1000万台,2026-04-23 04:10:59,特斯拉,人形机器人|特斯拉产业链|智能制造,ok,concept,人形机器人,920249,利尔达,2026-04-17,34.5014,14.2373,
2214,IBM一季度营收超预期,2026-04-23 04:10:08,IBM,云计算|人工智能|企业软件,ok,concept,"云计算,人工智能",002771,真视通,2026-04-17,44.1472,32.3201,
2215,特斯拉Q1净利润同比增17%,2026-04-23 04:03:44,,新能源汽车|自动驾驶|特斯拉产业链,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2216,中概股指数收涨1.34%,2026-04-23 04:01:41,霸王茶姬|拼多多|小鹏汽车,中概股|互联网|消费,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2217,美股科技股普涨,2026-04-23 04:00:50,,半导体|人工智能|存储芯片,ok,concept,"人工智能,存储芯片",002771,真视通,2026-04-17,44.1472,32.3201,
2218,美军霍尔木兹海峡扫雷需6个月,2026-04-23 03:59:16,中国石油|中远海控|中国船舶,石油|航运|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2219,美股尾盘走高,2026-04-23 03:52:19,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2220,美国佐治亚州野火加剧,2026-04-23 03:40:46,,林业|保险|农业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2221,俄乌三方会谈冻结,2026-04-23 03:39:52,,军工|黄金|石油,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2222,美元指数上涨,2026-04-23 03:27:06,,人民币汇率|外汇|出口型企业,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2223,普京愿与泽连斯基会面,2026-04-23 03:13:18,,军工|黄金|石油,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2224,台积电推迟部署ASML新设备,2026-04-23 03:12:27,台积电|阿斯麦,半导体设备|先进制程|光刻机,ok,concept,光刻机,300456,赛微电子,2026-04-17,17.2285,333.9739,
2225,美基金增持长期国债,2026-04-23 03:01:54,,国债|利率|货币政策,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2226,美工厂化学品泄漏致2死,2026-04-23 03:01:31,,化工安全|环保监测|应急管理,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2227,Rivian开始生产R2电动车,2026-04-23 03:00:59,Rivian,新能源汽车|电动汽车|特斯拉概念,ok,concept,特斯拉概念,002328,新朋股份,2026-04-17,27.9068,74.203,
2228,恒指期货夜盘微涨,2026-04-23 03:00:28,,,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2229,高盛筹备数据中心融资,2026-04-23 02:54:46,,数据中心|算力基础设施|融资租赁,ok,concept,数据中心,002771,真视通,2026-04-17,44.1472,32.3201,
2230,阿根廷小麦种植面积下降3%,2026-04-23 02:46:44,北大荒|金健米业|苏垦农发,农业种植|粮食安全|农产品价格,ok,company,"北大荒,金健米业,苏垦农发",600127,金健米业,2026-04-17,5.4908,44.7965,
2231,原油期货价格大涨,2026-04-23 02:31:53,中国石油|中国石化|中海油服,石油开采|油服|化工,ok,company,"中国石油,中国石化,中海油服",601808,中海油服,2026-04-17,0.5496,451.4714,
2232,原油期货夜盘收涨,2026-04-23 02:30:35,中国石油|中国石化|中曼石油,原油|期货|大宗商品,ok,company,"中国石油,中国石化,中曼石油",603619,中曼石油,2026-04-17,5.0237,155.1146,
2233,国际海事组织呼吁释放被扣船只,2026-04-23 02:27:40,,航运|地缘风险|石油运输,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2234,SpaceX参与金穹顶计划,2026-04-23 02:23:15,SpaceX,卫星通信|导弹防御|军工信息化,ok,concept,军工信息化,000070,特发信息,2026-04-17,16.3545,180.6684,
2235,马里空袭打死70余名恐怖分子,2026-04-23 02:17:41,,军工|反恐|国防安全,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2236,甲骨文扩建数据中心,2026-04-23 02:16:11,甲骨文,数据中心|云计算|AI算力,ok,concept,"数据中心,云计算",002771,真视通,2026-04-17,44.1472,32.3201,
2237,特朗普设定对伊停火期限,2026-04-23 02:15:38,,军工|石油|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2238,伊朗总统表态欢迎对话,2026-04-23 02:14:39,,石油石化|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2239,OpenAI引入工作空间助手,2026-04-23 01:47:29,科大讯飞|金山办公|汉王科技,AI办公|ChatGPT概念|智能代理,ok,company,"科大讯飞,金山办公,汉王科技",002362,汉王科技,2026-04-17,1.2933,39.1522,
2240,巴以冲突致加沙7.2万人死亡,2026-04-23 01:37:52,,石油|黄金|军工,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
2241,伊朗谴责美军袭击护卫舰,2026-04-23 01:36:41,,军工|石油|黄金,no_match,,,,,,,,公司未匹配或概念无候选，或候选流通市值均>=500亿
